metric_code,period_label,year,school_year_start_year,education_level,source_publisher,indicator_code,value,data_status,break_flag
K3,SY2014–2015,2014,2014,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,91.61,Official,
K3,SY2017–2018,2017,2017,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,102.47,Official,
K3,SY2018–2019,2018,2018,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,108.33,Official,
K3,SY2019–2020,2019,2019,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,99.37,Official,
K3,SY2020–2021,2020,2020,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,95.46,Official,
K3,SY2021–2022,2021,2021,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,89.08,Official,
K3,SY2022–2023,2022,2022,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,86.33,Official,
K3,SY2023–2024,2023,2023,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,77.25,Official,
K3,SY2024–2025,2024,2024,Elementary,World Bank Open Data (UNESCO UIS / ILO),SE.PRM.CMPT.ZS,91.45,Official,
K5_G6,NAT 2015 (SY2014–2015),2015,2014,Elementary,DepEd (National Achievement Test releases),NAT-MPS-G6,70.88,Official,
K5_G6,NAT 2016 (SY2015–2016),2016,2015,Elementary,DepEd (National Achievement Test releases),NAT-MPS-G6,42.03,Official,NAT scale change (2016)
K5_G6,NAT 2017 (SY2016–2017),2017,2016,Elementary,DepEd (National Achievement Test releases),NAT-MPS-G6,39.95,Official,NAT scale change (2016)
K5_G6,NAT 2018 (SY2017–2018),2018,2017,Elementary,DepEd (National Achievement Test releases),NAT-MPS-G6,37.44,Official,NAT scale change (2016)
K5_G10,NAT 2014 (SY2013–2014),2014,2013,Junior High,DepEd (National Achievement Test releases),NAT-MPS-G10,53.77,Official,
K5_G10,NAT 2017 (SY2016–2017),2017,2016,Junior High,DepEd (National Achievement Test releases),NAT-MPS-G10,44.08,Official,NAT scale change (2016)
K5_G10,NAT 2018 (SY2017–2018),2018,2017,Junior High,DepEd (National Achievement Test releases),NAT-MPS-G10,44.59,Official,NAT scale change (2016)
K6_MATH,PISA 2018,2018,,National,OECD PISA,PISA-MATH,353,Official,PISA debut (2018)
K6_READ,PISA 2018,2018,,National,OECD PISA,PISA-READ,340,Official,PISA debut (2018)
K6_SCI,PISA 2018,2018,,National,OECD PISA,PISA-SCI,357,Official,PISA debut (2018)
K6_MATH,PISA 2022,2022,,National,OECD PISA,PISA-MATH,355,Official,
K6_READ,PISA 2022,2022,,National,OECD PISA,PISA-READ,347,Official,
K6_SCI,PISA 2022,2022,,National,OECD PISA,PISA-SCI,356,Official,
K7,1991 (annual),1991,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.121,Official,
K7,1992 (annual),1992,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.392,Official,
K7,1993 (annual),1993,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.477,Official,
K7,1994 (annual),1994,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.347,Official,
K7,1995 (annual),1995,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.24,Official,
K7,1996 (annual),1996,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.163,Official,
K7,1997 (annual),1997,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.182,Official,
K7,1998 (annual),1998,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.364,Official,
K7,1999 (annual),1999,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.48,Official,
K7,2000 (annual),2000,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.541,Official,
K7,2001 (annual),2001,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.418,Official,
K7,2002 (annual),2002,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.169,Official,
K7,2003 (annual),2003,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,8.923,Official,
K7,2004 (annual),2004,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.061,Official,
K7,2005 (annual),2005,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.247,Official,
K7,2006 (annual),2006,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,10.018,Official,
K7,2007 (annual),2007,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,8.742,Official,
K7,2008 (annual),2008,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.844,Official,
K7,2009 (annual),2009,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,10.149,Official,
K7,2010 (annual),2010,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.736,Official,
K7,2011 (annual),2011,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.477,Official,
K7,2012 (annual),2012,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.361,Official,
K7,2013 (annual),2013,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.165,Official,
K7,2014 (annual),2014,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,9.465,Official,
K7,2015 (annual),2015,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,8.509,Official,
K7,2016 (annual),2016,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,7.634,Official,
K7,2017 (annual),2017,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,7.379,Official,
K7,2018 (annual),2018,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.605,Official,
K7,2019 (annual),2019,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.696,Official,
K7,2020 (annual),2020,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.987,Official,COVID-19 shock (2020)
K7,2021 (annual),2021,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,8.434,Official,COVID-19 shock (2020)
K7,2022 (annual),2022,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.813,Official,
K7,2023 (annual),2023,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.912,Official,
K7,2024 (annual),2024,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.1524.ZS,6.964,Official,
K8,2003 (annual),2003,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,6.097,Official,
K8,2009 (annual),2009,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,10.678,Official,
K8,2010 (annual),2010,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,10.325,Official,
K8,2011 (annual),2011,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,10.04,Official,
K8,2012 (annual),2012,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,9.196,Official,
K8,2014 (annual),2014,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,9.301,Official,
K8,2015 (annual),2015,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,8.456,Official,
K8,2016 (annual),2016,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,7.512,Official,
K8,2017 (annual),2017,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,3.68,Official,
K8,2021 (annual),2021,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,4.578,Official,COVID-19 shock (2020)
K8,2022 (annual),2022,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,3.696,Official,
K8,2023 (annual),2023,,National,World Bank Open Data (UNESCO UIS / ILO),SL.UEM.ADVN.ZS,3.352,Official,
K4,AY1975–1976,1975,1975,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,180000,Illustrative-Estimated,
K4,AY1985–1986,1985,1985,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,230000,Illustrative-Estimated,
K4,AY1995–1996,1995,1995,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,320000,Illustrative-Estimated,
K4,AY2000–2001,2000,2000,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,380000,Illustrative-Estimated,
K4,AY2005–2006,2005,2005,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,440000,Illustrative-Estimated,
K4,AY2010–2011,2010,2010,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,500000,Illustrative-Estimated,
K4,AY2015–2016,2015,2015,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,620000,Illustrative-Estimated,
K4,AY2019–2020,2019,2019,Higher Education,CHED (Higher Education Facts & Figures / HEMIS),CHED-HEMIS-GRAD,830000,Illustrative-Estimated,
